Q29,Q29_TEXT,Q10,Q11,Q12,Q14,Q31,Q15,Q16,Q17,Q18,Q19,Q28,Q20,Q20_TEXT,Q21,Q22,Q22_TEXT
United States, ,28,Male,2,4-year degree,Yes,Accountant,Accountant,Full-time,Private (for-profit) sector,Yes,No,American Dollar,28000,45,Caucasian, 
United States, ,44,Male,4,4-year degree,Yes,script analyst,"27-3043.00 	Writers and Authors",Part-time,Private (for-profit) sector,Yes,No,American Dollar,35000,25,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Male,3,2-year degree,Yes,server,server,Full-time,Private (for-profit) sector,Yes,Yes,American Dollar,500,30,Caucasian, 
United States, ,55,Female,14,2-year degree,Yes,Medical Transcriptionist,Medical Transcriptionists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"25,000",45,Caucasian, 
United States, ,25,Male,3,4-year degree,Yes,Staff Accountant,Accountants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,32000,48,Asian, 
United States, ,20,Female,0,High school/GED,Yes,Student,Student,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,0,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,20,Male,3,2-year degree,Yes,Bagger,Cashiers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,5000,20,Caucasian, 
United States, ,28,Male,1,4-year degree,Yes,Food Lover,53-3033.00 - Light Truck or Delivery Services Drivers,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,"10,000",30,Hispanic, 
United States, ,30,Female,2,High school/GED,Yes,Lead Cleaner,Maids and Housekeeping Cleaners,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,20,Caucasian, 
United States, ,29,Female,5,4-year degree,Yes,Homemaker,"Sorry no, this appears to be a fishing website.",Full-time,Private (for-profit) sector,No,No,I'd rather not say, ,80+,Caucasian, 
United States, ,27,Female,1,High school/GED,Yes,Medicare Customer Service,Does not specifiy,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"2,000",40+,African American, 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Female,2,Masters or equivalent,Yes,physical therapist,Physical Therapists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"76,000",42,Native American, 
United States, ,27,Male,7,4-year degree,Yes,Manager,General and Operations Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"70,000",60,Caucasian, 
United States, ,49,Male,16,4-year degree,Yes,financial planner,"Financial Specialists, All Other",Full-time,Private (for-profit) sector,Yes,No,American Dollar,74000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,67,Female,1,4-year degree,Yes,"front desk attendant, relief night manager",43-4081.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,17000,42,Other:,mixed white/American Indian
United States, ,44,Male,8,4-year degree,Yes,it team lead,"11-3021.00	Computer and Information Systems Managers",Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,50,Caucasian, 
United States, ,32,Female,1.5,4-year degree,Yes,Customer care advocate,"43-4051.00	Customer Service Representatives",Full-time,Public (not-for-profit) sector,Yes,Yes,American Dollar,22000,40,African American, 
United States, ,29,Male,1,High school/GED,Yes,Shipping manager,"Shipping, Receiving, and Traffic Clerks",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"33,300",40,Caucasian, 
United States, ,55,Male,1,4-year degree,Yes,Customer Service Manager,First-Line Supervisors of Office and Administrative Support Workers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,50000,40,Caucasian, 
United States, ,55,Female,18,2-year degree,Yes,Bookkeeper,"Bookkeeping, Accounting, and Auditing Clerks",Full-time,Private (for-profit) sector,Yes,No,American Dollar,50000,40,Native American, 
United States, ,31,Female,8,4-year degree,Yes,Teacher,"25-2053.00 Special Education Teacher, Middle School",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,46000,45,Hispanic, 
United States, ,54,Female,16,High school/GED,Yes,owner/manager,"11-9013.00 	Farmers, Ranchers, and Other Agricultural Managers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,15,25,Caucasian, 
United States, ,22,Male,2,High school/GED,Yes,cashier,Cashier,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Asian, 
United States, ,28,Female,8,High school/GED,Yes,office assistant,43-6011.00  Executive Secretaries and Executive Administrative Assistants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,24000,40,Hispanic, 
United States, ,31,Female,1,High school/GED,Yes,Bar Manager,Bartenders,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"26,000.00",30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,23,Male,5,4-year degree,Yes,High School Teacher,"Secondary School Teachers, Except Special and Career/Technical Education",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,42000,55,Caucasian, 
United States, ,29,Female,7,Masters or equivalent,Yes,Teacher/ Educational Coach,"Elementary School Teachers, Except Special Education",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"75,000",42,Caucasian, 
United States, ,34,Male,5,4-year degree,Yes,Multimedia Animator,Multimedia Artists and Animators,Full-time,Private (for-profit) sector,Yes,No,American Dollar,28000,42,Caucasian, 
United States, ,25,Female,4,High school/GED,Yes,Pharmacy tech,Pharmacy Technicians,Full-time,Private (for-profit) sector,No,No,American Dollar,55000,50,African American, 
United States, ,33,Male,3,4-year degree,Yes,Manufacturing Engineer,Manufacturing Engineers,Full-time,Private (for-profit) sector,Yes,Yes,American Dollar,65200,45,Caucasian, 
United States, ,54,Male,2,High school/GED,Yes,Building maintance,"Maintenance and Repair Workers, General",Full-time,Private (for-profit) sector,Yes,No,American Dollar, ,40,Caucasian, 
United States, ,22,Female,1,4-year degree,Yes,Program coordinator,Program Directors,Full-time,Private (for-profit) sector,Yes,No,American Dollar,30k,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,34,Male,8,Masters or equivalent,Yes,Assurance Manager,Assurance Manager,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"120,000",50,Caucasian, 
United States, ,65,Female,2,2-year degree,Yes,Assistant to Director REO,Executive Administrative Assistant,Full-time,Private (for-profit) sector,Yes,No,American Dollar,35000,40,Caucasian, 
United States, ,27,Female,3,2-year degree,Yes,Teller,Tellers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,21000,40,Caucasian, 
United States, ,25,Female,4,2-year degree,Yes,nurse's assistant,"31-1014.00	Nursing Assistants",Full-time,Private (for-profit) sector,Yes,No,American Dollar,27000,40,Hispanic, 
United States, ,53,Female,2,High school/GED,Yes,team supervisor,Team Assemblers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,15000,30,Caucasian, 
United States, ,24,Female,1,2-year degree,Yes,Receptionist,Receptionists and Information Clerks,Full-time,Private (for-profit) sector,Yes,No,American Dollar,28000,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Male,1,4-year degree,Yes,Desktop Support Specialist,Computer User Support Specialists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,41000,40,Caucasian, 
United States, ,32,Female,2,4-year degree,No, hr manager,11-3121.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar, ,32,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,55,Male,3,4-year degree,Yes,Pianist,"Musicians, Instrumental",Part-time,Private (for-profit) sector,No,No,American Dollar,5000,10,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Female,0,4-year degree,Yes,Unemployed," 43-4061.00 - Eligibility Interviewers, Government Programs",Part-time,Public (not-for-profit) sector,No,Yes,I'd rather not say, ,0,African American, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
Canada, ,25,Female,1,4-year degree,Yes,game coach,coaches and schools,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,25,Other:,mixed race
United States, ,34,Male,7,2-year degree,Yes,Technical support,Computer User Support Specialists,Full-time,Private (for-profit) sector,Yes,No,American Dollar,40000,45,Caucasian, 
United States, ,33,Male,1,Masters or equivalent,Yes,Special Education,"Special Education Teachers, Middle School",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,50000,55,Caucasian, 
United States, ,46,Female,20,High school/GED,Yes,Cmptroller,Financial Managers,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Asian, 
United States, ,24,Female,0.5,4-year degree,Yes,Front Desk Agent,"Hotel, Motel, and Resort Desk Clerks",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"18,000.00",40,Hispanic, 
United States, ,64,Male,12,Less than middle school,Yes,General Manager,General Manager,Full-time,Private (for-profit) sector,Yes,No,American Dollar,56435,55,Caucasian, 
United States, ,20,Female,3,High school/GED,Yes,sales associate,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Full-time,Private (for-profit) sector,Yes,No,American Dollar,20000,40,Caucasian, 
Canada, ,28,Male,2,2-year degree,Yes,SPD - Utility Worker,Medical Equipment Preparers,Part-time,Public (not-for-profit) sector,Yes,No,Canadian Dollar,"20,000",15,Caucasian, 
Other,Tajikistan,32,Female,1,4-year degree,Yes,Office and Program Manager,27-2012.03,Full-time,Public (not-for-profit) sector,Yes,No,Canadian Dollar,17000,30,Caucasian, 
United States, ,35,Male,1,High school/GED,Yes,retail store stocker,"43-5081.01	Stock Clerks, Sales Floor",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"15,000",25,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Female,4,4-year degree,Yes,Information Specialist I,43-4171.00,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,26000,37.5,Caucasian, 
United States, ,28,Female,10,High school/GED,Yes,Title Processor,"Title Examiners, Abstractors, and Searchers",Part-time,Private (for-profit) sector,Yes,No,American Dollar,18720,22.5,Caucasian, 
United States, ,34,Male,3,High school/GED,Yes,Laborer,"51-9198.00 	Helpers--Production Workers",Part-time,Private (for-profit) sector,Yes,No,American Dollar,25000,32,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,35,Female,5,4-year degree,Yes,Program Manager,Social and Community Service Managers,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,50,Hispanic, 
United States, ,33,Male,12,High school/GED,Yes,Pro Poker Player,Gaming Dealers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,50000,50,Caucasian, 
United States, ,30,Female,5,4-year degree,Yes,Human Resources Manager,Human Resources Manager,Full-time,Private (for-profit) sector,Yes,No,American Dollar,35000,40,African American, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,39,Female,3,4-year degree,Yes,Human Resources Manager,Human Resources Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"62,400.00",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,21,Female,1,High school/GED,Yes,paraprofessional,Teacher Assistants,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,17000,33,African American, 
United States, ,27,Female,0.5,4-year degree,Yes,Process Safety Technician,Industrial Safety and Health Engineers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,40000,40,Caucasian, 
United States, ,24,Male,3,4-year degree,Yes,Front-End Engineer,15-1199.09,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Hispanic, 
United States, ,27,Female,7,4-year degree,Yes,Clerk,Contractor,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,40000,40,Asian, 
United States, ,21,Female,3,High school/GED,Yes,Dental Assistant,Dental Assistants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"10,000",35,Caucasian, 
United States, ,24,Male,4,4-year degree,Yes,Library Assistant,Library Technicians,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,30000,35,Asian, 
United States, ,28,Female,4,4-year degree,Yes,Nurse,29-1141.00 - Registered Nurses,Full-time,Private (for-profit) sector,Yes,No,American Dollar,65000,45,Asian, 
United States, ,36,Female,0.25,High school/GED,Yes,Cashier,Cashiers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,5000,20,Caucasian, 
United States, ,20,Male,2,High school/GED,Yes,Movie Theater Concessionist,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"1,000",30,Caucasian, 
United States, ,31,Female,7,4-year degree,Yes,web designer,web developers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"45,000",40,Caucasian, 
United States, ,32,Male,1,2-year degree,Yes,Head Chef,Chefs and Head Cooks,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"30,000",45,Caucasian, 
United States, ,26,Male,3,2-year degree,Yes,Audio Tech,"27-4011.00	Audio and Video Equipment Technicians",Full-time,Private (for-profit) sector,Yes,No,American Dollar,60000,35,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,35,Female,10,2-year degree,Yes,sales associate,41-4011.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,20000,40,Caucasian, 
United States, ,31,Female,5,2-year degree,Yes,PSD,"Police, Fire, and Ambulance Dispatchers",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"55,000",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,34,Male,5,Ph.D. or equivalent,No,Engineer,17-2131.00 - Materials Engineers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,75000,40,Asian, 
United States, ,26,Female,2,4-year degree,Yes,electrical engineer planner,electrical engineering technologist,Full-time,Private (for-profit) sector,Yes,No,American Dollar,80500,45,Caucasian, 
United States, ,26,Female,1,High school/GED,Yes,Customer Service Representative,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"27,000",40,Caucasian, 
United States, ,52,Female,0,High school/GED,Yes,mturk worker,na,Full-time,Public (not-for-profit) sector,No,Yes,American Dollar,2000,10,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,22,Female,1,High school/GED,Yes,Retail Sales Associate,"Stock Clerk, Sales Floor / Cashier",Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,5000,25,Caucasian, 
United States, ,26,Male,2,2-year degree,Yes,Food Server/Waiter,Waiters and Waitresses,Part-time,Private (for-profit) sector,Yes,No,American Dollar,16800,20,African American, 
United States, ,60,Female,1,Masters or equivalent,Yes,Radiologic tech,Radiographic technician,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,60000,40,Caucasian, 
United States, ,23,Female,2,4-year degree,Yes,Illustrator,"Fine Artists, Including Painters, Sculptors, and Illustrators",Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
Canada, ,45,Female,5,4-year degree,Yes,residential care worker,social and human service assistants,Part-time,Private (for-profit) sector,Yes,No,Canadian Dollar,22000,25,Caucasian, 
United States, ,32,Male,11,4-year degree,Yes,library supervisor,"Library Assistants, Clerical",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,39000,40,Hispanic, 
United States, ,51,Female,13,2-year degree,Yes,Customer Service Supervisor,First-Line Supervisors of Office and Administrative Support Workers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"28,000",40,Caucasian, 
United States, ,35,Male,0,2-year degree,Yes,Unemployed. Used to be software engineer.,"Eligibility Interviewers, Government Programs",Part-time,Private (for-profit) sector,Yes,Yes,I'd rather not say, ,24,Caucasian, 
